age,balance,day,duration,campaign,pdays,previous,deposit,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown,tipo_cliente_pdays_Cliente Recurrente
0.25974025974025977,0.07889745715551215,0.20000000000000007,0.2021139468935292,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.15584415584415584,0.08127108153229379,0.20000000000000007,0.40525908739365807,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.14285714285714285,0.08002180554451398,0.20000000000000007,0.4349059035833977,0.04838709677419355,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3636363636363637,0.08298599675188244,0.20000000000000007,0.2835782418149007,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.08574576097943237,0.2333333333333334,0.24258829595256504,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2207792207792208,0.12133876957672259,0.2333333333333334,0.2789378705852023,0.0,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.18181818181818182,0.08470091197147109,0.2333333333333334,0.13895333848930133,0.03225806451612903,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.40259740259740256,0.07767089527660107,0.2333333333333334,0.28796081464294915,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.07838638970596586,0.2333333333333334,0.28821861304459906,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.40259740259740256,0.07966973685704876,0.2333333333333334,0.13173498324310387,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.12987012987012986,0.08667703944305005,0.2333333333333334,0.11343129672596028,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.32467532467532473,0.10123678322790201,0.2333333333333334,0.19437999484403193,0.0,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.32467532467532473,0.08216828883260838,0.2333333333333334,0.5375096674400618,0.016129032258064516,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.32467532467532473,0.07558119726067847,0.2333333333333334,0.28821861304459906,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.24675324675324678,0.08208878945156785,0.2333333333333334,0.25341582882186126,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2207792207792208,0.07821603388945043,0.2666666666666667,0.15854601701469448,0.04838709677419355,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.07801160690963192,0.2666666666666667,0.12400103119360657,0.03225806451612903,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.32467532467532473,0.07779582287537905,0.2666666666666667,0.2389791183294663,0.03225806451612903,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.08124836742342506,0.2666666666666667,0.13817994328435163,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.12987012987012986,0.08638175602775665,0.2666666666666667,0.1825212683681361,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.18181818181818182,0.0777503946576416,0.2666666666666667,0.16782675947409123,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.5454545454545454,0.07849996025030948,0.2666666666666667,0.2645011600928074,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.10389610389610388,0.07869303017569364,0.2666666666666667,0.16808455787574114,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.28571428571428575,0.07787532225641958,0.2666666666666667,0.43567929878834744,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.19480519480519481,0.0821910029414771,0.2666666666666667,0.17092034029389017,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.18181818181818182,0.08129379564116251,0.36666666666666675,0.19463779324568184,0.016129032258064516,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2207792207792208,0.08246357224790178,0.40000000000000013,0.12941479762825467,0.04838709677419355,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.19480519480519481,0.07781853698424776,0.40000000000000013,0.3464810518174787,0.0,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.25974025974025977,0.07911324118976502,0.40000000000000013,0.1459138953338489,0.04838709677419355,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.06493506493506496,0.07780717992981341,0.40000000000000013,0.10131477184841452,0.016129032258064516,0.0,0.0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.5454545454545454,0.09209435440824068,0.40000000000000013,0.26114978087135854,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3896103896103896,0.09989665080464731,0.40000000000000013,0.17556071152358854,0.016129032258064516,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3506493506493507,0.07327571521050301,0.40000000000000013,0.12064965197215775,0.0,0.0,0.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2337662337662338,0.09099272012810758,0.40000000000000013,0.25754060324825984,0.04838709677419355,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.44155844155844154,0.10320155364504663,0.40000000000000013,0.2173240525908739,0.0,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2207792207792208,0.08116886804238453,0.40000000000000013,0.24310389275586486,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.32467532467532473,0.1150696755289548,0.40000000000000013,0.4431554524361948,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.44155844155844154,0.1223154762580777,0.43333333333333346,0.24233049755091512,0.03225806451612903,0.0,0.0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.45454545454545453,0.09414998126086019,0.43333333333333346,0.12219644238205721,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3896103896103896,0.07803432101850065,0.43333333333333346,0.21397267336942505,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.09613746578687352,0.43333333333333346,0.39984532095901,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.27272727272727276,0.08363334885464106,0.43333333333333346,0.34184068058778033,0.0,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.5324675324675325,0.09503583150674041,0.43333333333333346,0.2895076050528486,0.016129032258064516,0.0,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.10982271638027961,0.43333333333333346,0.22067543181232271,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3896103896103896,0.09371841319235444,0.43333333333333346,0.16163959783449341,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.28571428571428575,0.09519483026882147,0.43333333333333346,0.18097447795823665,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3896103896103896,0.09588761058931755,0.43333333333333346,0.19541118845063155,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.5454545454545454,0.09527432964986202,0.43333333333333346,0.23923691673111622,0.0,0.0,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.28571428571428575,0.11923771450636564,0.43333333333333346,0.2645011600928074,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.5064935064935066,0.0777503946576416,0.43333333333333346,0.21861304459912345,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.42857142857142855,0.15930540255079445,0.43333333333333346,0.23846352152616648,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.1378519267242848,0.43333333333333346,0.36633152874452174,0.03225806451612903,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.09347991504923284,0.4666666666666668,0.2990461459138953,0.04838709677419355,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.44155844155844154,0.07559255431511283,0.4666666666666668,0.19412219644238202,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.5324675324675325,0.08139600913107177,0.4666666666666668,0.17865429234338745,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3376623376623377,0.07941988165949279,0.4666666666666668,0.12400103119360657,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.40259740259740256,0.08163450727419337,0.4666666666666668,0.13353957205465325,0.016129032258064516,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.28571428571428575,0.0776595382221667,0.4666666666666668,0.23665893271461713,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.07428649305516122,0.4666666666666668,0.12838360402165505,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3376623376623377,0.12977706102145348,0.4666666666666668,0.23433874709976793,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.5454545454545454,0.08131650975003124,0.4666666666666668,0.23665893271461713,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.14285714285714285,0.19787395940988745,0.4666666666666668,0.3150296468161897,0.016129032258064516,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.07511555802886963,0.4666666666666668,0.2974993555039958,0.016129032258064516,0.0,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.1056206062395657,0.4666666666666668,0.2706883217324052,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.31168831168831174,0.0932527739605456,0.4666666666666668,0.48079401907708164,0.08064516129032258,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2337662337662338,0.08095308400813166,0.5000000000000001,0.1322505800464037,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.27272727272727276,0.07882931482890598,0.5000000000000001,0.2090745037380768,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.07939716755062408,0.5000000000000001,0.17375612271203916,0.0,0.0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.10389610389610388,0.08055558710292898,0.5000000000000001,0.294147976282547,0.03225806451612903,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.07880660072003726,0.5000000000000001,0.17684970353183807,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.14285714285714285,0.07961295158487695,0.5000000000000001,0.20649651972157768,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.24675324675324678,0.07831824737935969,0.5000000000000001,0.1590616138179943,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.19480519480519481,0.07303721706738141,0.5000000000000001,0.19721577726218092,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.07792207792207789,0.08240678697572998,0.5000000000000001,0.23459654550141784,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.41558441558441556,0.08188436247174932,0.5000000000000001,0.3449342614075792,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.11688311688311687,0.11985099544582117,0.5000000000000001,0.2307295694766692,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.4675324675324675,0.1276532918422278,0.5000000000000001,0.33384893013663314,0.03225806451612903,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.15584415584415584,0.08756288968893028,0.5000000000000001,0.3070378963650425,0.06451612903225806,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2077922077922078,0.08565490454395748,0.5000000000000001,0.27378190255220414,0.04838709677419355,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.24675324675324678,0.08675653882409058,0.5000000000000001,0.30549110595514306,0.04838709677419355,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.0893459472351251,0.6000000000000001,0.22686259345192056,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3766233766233767,0.08756288968893028,0.6000000000000001,0.24258829595256504,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.07886338599220906,0.6000000000000001,0.1559680329981954,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.08632497075558483,0.6000000000000001,0.2629543696829079,0.04838709677419355,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.32467532467532473,0.08957308832381233,0.6000000000000001,0.14178912090745036,0.03225806451612903,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.24675324675324678,0.07914731235306811,0.6000000000000001,0.41763341067285376,0.016129032258064516,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.15584415584415584,0.08775595961431443,0.6000000000000001,0.24877545759216288,0.08064516129032258,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.08345163598369128,0.6000000000000001,0.1487496777519979,0.06451612903225806,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2337662337662338,0.12816435929177408,0.6333333333333334,0.11446249033255991,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2207792207792208,0.07776175171207596,0.6333333333333334,0.3101314771848414,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.14285714285714285,0.08083951346378804,0.6333333333333334,0.4846609951018303,0.016129032258064516,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2207792207792208,0.07892017126438088,0.6333333333333334,0.3433874709976798,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.07778446582094468,0.6333333333333334,0.04640371229698375,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2207792207792208,0.1251206687033651,0.6333333333333334,0.45759216292858973,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2077922077922078,0.07872710133899671,0.6333333333333334,0.3042021139468935,0.04838709677419355,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.08265664217328594,0.6333333333333334,0.2688837329208558,0.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.3376623376623377,0.08891437916661935,0.6333333333333334,0.1670533642691415,0.03225806451612903,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2337662337662338,0.08239542992129562,0.6333333333333334,0.2735241041505542,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2207792207792208,0.13252546819456906,0.6333333333333334,0.21680845578757407,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.29870129870129875,0.09195806975502833,0.6333333333333334,0.35833977829337454,0.016129032258064516,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.16883116883116883,0.08021487546989813,0.6666666666666667,0.14514050012889917,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.2077922077922078,0.09146971641435078,0.6666666666666667,0.2327919566898685,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
